channelKey,year,month,uploads_count_Normal,uploads_count_Short,views_total_Normal,views_total_Short,likes_total_Normal,likes_total_Short,comments_total_Normal,comments_total_Short,likes_per_1k_views_Normal,likes_per_1k_views_Short,comments_per_1k_views_Normal,comments_per_1k_views_Short,engagement_per_1k_views_Normal,engagement_per_1k_views_Short,avg_views_per_video_Normal,avg_views_per_video_Short,avg_duration_seconds_Normal,avg_duration_seconds_Short,views_mom_pct_Normal,views_mom_pct_Short,uploads_share_within_channel_month_Normal,uploads_share_within_channel_month_Short,views_share_within_channel_month_Normal,views_share_within_channel_month_Short,likes_per_1k_views_short_minus_normal,likes_per_1k_views_short_div_normal,comments_per_1k_views_short_minus_normal,comments_per_1k_views_short_div_normal,engagement_per_1k_views_short_minus_normal,engagement_per_1k_views_short_div_normal,avg_views_per_video_short_minus_normal,avg_views_per_video_short_div_normal
@theoffice,2025,2025-01,12.0,2.0,12153646.0,675903.0,178955.0,26110.0,5864.0,242.0,14.72,38.63,0.48,0.36,15.21,38.99,1012803.8333333334,337951.5,896.5,70.5,,,0.8571428571428571,0.14285714285714285,0.9473166983500355,0.052683301649964466,23.910000000000004,2.624320652173913,-0.12,0.75,23.78,2.56344510190664,-674852.3333333334,0.33367912805753924
@theoffice,2025,2025-02,11.0,1.0,13842881.0,347713.0,190843.0,13698.0,5479.0,104.0,13.79,39.39,0.4,0.3,14.18,39.69,1258443.7272727273,347713.0,1022.3636363636364,58.0,0.13898997880965114,-0.4855578389206735,0.9166666666666666,0.08333333333333333,0.9754969383240758,0.02450306167592421,25.6,2.856417693981146,-0.10000000000000003,0.7499999999999999,25.509999999999998,2.79901269393512,-910730.7272727273,0.27630397169490944
@theoffice,2025,2025-03,13.0,2.0,7040130.0,649066.0,104482.0,20414.0,3408.0,226.0,14.84,31.45,0.48,0.35,15.33,31.8,541548.4615384615,324533.0,913.2307692307692,55.5,-0.49142595388922294,0.8666716516207331,0.8666666666666667,0.13333333333333333,0.9155872733638212,0.08441272663617887,16.61,2.1192722371967654,-0.13,0.7291666666666666,16.47,2.0743639921722115,-217015.4615384615,0.5992686214601152
@theoffice,2025,2025-04,12.0,5.0,4278533.0,2374937.0,67339.0,53766.0,2024.0,596.0,15.74,22.64,0.47,0.25,16.21,22.89,356544.4166666667,474987.4,1100.5,49.0,-0.39226505760547037,2.659006942283219,0.7058823529411765,0.29411764705882354,0.643052873162425,0.35694712683757496,6.9,1.4383735705209657,-0.21999999999999997,0.5319148936170213,6.68,1.4120913016656385,118442.98333333334,1.332196993689192
@theoffice,2025,2025-05,11.0,3.0,10411526.0,5498574.0,121481.0,174904.0,2702.0,497.0,11.67,31.81,0.26,0.09,11.93,31.9,946502.3636363636,1832858.0,1175.3636363636365,60.666666666666664,1.4334336091365896,1.3152504676966168,0.7857142857142857,0.21428571428571427,0.6543972696588959,0.34560273034110406,20.14,2.7257926306769495,-0.17,0.34615384615384615,19.97,2.6739312657166807,886355.6363636364,1.9364536956446154
@theoffice,2025,2025-06,12.0,3.0,6453706.0,7476633.0,89802.0,242365.0,2477.0,1854.0,13.91,32.42,0.38,0.25,14.3,32.66,537808.8333333334,2492211.0,1230.8333333333333,93.0,-0.38013831978136536,0.359740361773798,0.8,0.2,0.4632842029185363,0.5367157970814637,18.51,2.3306973400431343,-0.13,0.6578947368421053,18.359999999999996,2.2839160839160835,1954402.1666666665,4.634009048444413
@theoffice,2025,2025-07,12.0,3.0,3054443.0,1255034.0,45294.0,41572.0,1566.0,457.0,14.83,33.12,0.51,0.36,15.34,33.49,254536.91666666666,418344.6666666667,1188.0,128.33333333333334,-0.5267148828905438,-0.8321391460567878,0.8,0.2,0.7087734776168895,0.29122652238311053,18.29,2.2333108563722184,-0.15000000000000002,0.7058823529411764,18.150000000000002,2.183181225554107,163807.75000000003,1.6435520322363195
@theoffice,2025,2025-08,13.0,1.0,7154064.0,380262.0,85788.0,9774.0,2376.0,186.0,11.99,25.7,0.33,0.49,12.32,26.19,550312.6153846154,380262.0,1096.076923076923,59.0,1.342182846430593,-0.6970105989160453,0.9285714285714286,0.07142857142857142,0.9495293938701351,0.050470606129864835,13.709999999999999,2.1434528773978316,0.15999999999999998,1.4848484848484849,13.870000000000001,2.125811688311688,-170050.61538461538,0.6909927000932616
@theoffice,2025,2025-09,12.0,3.0,3323949.0,769157.0,43684.0,22599.0,1737.0,749.0,13.14,29.38,0.52,0.97,13.66,30.36,276995.75,256385.66666666666,1403.0833333333333,83.0,-0.5353761162885878,1.0227027680914738,0.8,0.2,0.8120847591046995,0.18791524089530054,16.24,2.2359208523592082,0.44999999999999996,1.8653846153846152,16.7,2.2225475841874083,-20610.083333333343,0.9255942254228329
@theoffice,2025,2025-10,12.0,8.0,2336803.0,6623755.0,32441.0,204264.0,1387.0,1503.0,13.88,30.84,0.59,0.23,14.48,31.07,194733.58333333334,827969.375,1519.4166666666667,60.75,-0.2969798874772146,7.611707362736086,0.6,0.4,0.2607876652324554,0.7392123347675447,16.96,2.221902017291066,-0.36,0.3898305084745763,16.59,2.145718232044199,633235.7916666666,4.251805779092204
